Date,Open,High,Low,Close*,Adj Close**
27-Nov-90,316.51,318.69,315.8,318.1,318.1
28-Nov-90,318.11,319.96,317.62,317.95,317.95
29-Nov-90,317.95,317.95,315.03,316.42,316.42
30-Nov-90,316.42,323.02,315.42,322.22,322.22
3-Dec-90,322.23,324.9,322.23,324.1,324.1
4-Dec-90,324.11,326.77,321.97,326.35,326.35
5-Dec-90,326.36,329.92,325.66,329.92,329.92
6-Dec-90,329.94,333.98,328.37,329.07,329.07
7-Dec-90,329.09,329.39,326.39,327.75,327.75
10-Dec-90,327.75,328.97,326.15,328.89,328.89
11-Dec-90,328.88,328.88,325.65,326.44,326.44
12-Dec-90,326.44,330.36,326.44,330.19,330.19
13-Dec-90,330.14,330.58,328.77,329.34,329.34
14-Dec-90,329.34,329.34,325.16,326.82,326.82
17-Dec-90,326.82,326.82,324.46,326.02,326.02
18-Dec-90,326.02,330.43,325.75,330.05,330.05
19-Dec-90,330.04,330.8,329.39,330.2,330.2
20-Dec-90,330.2,330.74,326.94,330.12,330.12
21-Dec-90,330.12,332.47,330.12,331.75,331.75
24-Dec-90,331.74,331.74,329.16,329.9,329.9
26-Dec-90,329.89,331.69,329.89,330.85,330.85
27-Dec-90,330.85,331.04,328.23,328.29,328.29
28-Dec-90,328.29,328.72,327.24,328.72,328.72
31-Dec-90,328.71,330.23,327.5,330.22,330.22
2-Jan-91,330.2,330.75,326.45,326.45,326.45
3-Jan-91,326.46,326.53,321.9,321.91,321.91
4-Jan-91,321.91,322.35,318.87,321,321
7-Jan-91,320.97,320.97,315.44,315.44,315.44
8-Jan-91,315.44,316.97,313.79,314.9,314.9
9-Jan-91,314.9,320.73,310.93,311.49,311.49
10-Jan-91,311.51,314.77,311.51,314.53,314.53
11-Jan-91,314.53,315.24,313.59,315.23,315.23
14-Jan-91,315.23,315.23,309.35,312.49,312.49
15-Jan-91,312.49,313.73,311.84,313.73,313.73
16-Jan-91,313.73,316.94,312.94,316.17,316.17
17-Jan-91,316.25,327.97,316.25,327.97,327.97
18-Jan-91,327.93,332.23,327.08,332.23,332.23
21-Jan-91,332.23,332.23,328.87,331.06,331.06
22-Jan-91,331.06,331.26,327.83,328.31,328.31
23-Jan-91,328.3,331.04,327.93,330.21,330.21
24-Jan-91,330.21,335.83,330.19,334.78,334.78
25-Jan-91,334.78,336.92,334.2,336.07,336.07
28-Jan-91,336.06,337.41,335.81,336.03,336.03
29-Jan-91,336.03,336.03,334.26,335.84,335.84
30-Jan-91,335.8,340.91,335.71,340.91,340.91
31-Jan-91,340.92,343.93,340.47,343.93,343.93
1-Feb-91,343.91,344.9,340.37,343.05,343.05
4-Feb-91,343.05,348.71,342.96,348.34,348.34
5-Feb-91,348.34,351.84,347.21,351.26,351.26
6-Feb-91,351.26,358.07,349.58,358.07,358.07
7-Feb-91,358.07,363.43,355.53,356.52,356.52
8-Feb-91,356.52,359.35,356.02,359.35,359.35
11-Feb-91,359.36,368.58,359.32,368.58,368.58
12-Feb-91,368.58,370.54,365.5,365.5,365.5
13-Feb-91,365.5,369.49,364.64,369.02,369.02
14-Feb-91,369.02,370.26,362.77,364.22,364.22
15-Feb-91,364.23,369.49,364.23,369.06,369.06
19-Feb-91,369.06,370.11,367.05,369.39,369.39
20-Feb-91,369.37,369.37,364.38,365.14,365.14
21-Feb-91,365.14,366.79,364.5,364.97,364.97
22-Feb-91,364.97,370.96,364.23,365.65,365.65
25-Feb-91,365.65,370.19,365.16,367.26,367.26
26-Feb-91,367.26,367.26,362.19,362.81,362.81
27-Feb-91,362.81,368.38,362.81,367.74,367.74
28-Feb-91,367.73,369.91,365.95,367.07,367.07
1-Mar-91,367.07,370.47,363.73,370.47,370.47
4-Mar-91,370.47,371.99,369.07,369.33,369.33
5-Mar-91,369.33,377.89,369.33,376.72,376.72
6-Mar-91,376.72,379.66,375.02,376.17,376.17
7-Mar-91,376.16,377.49,375.58,375.91,375.91
8-Mar-91,375.91,378.69,374.43,374.95,374.95
11-Mar-91,374.94,375.1,372.52,372.96,372.96
12-Mar-91,372.96,374.35,369.55,370.03,370.03
13-Mar-91,370.03,374.65,370.03,374.57,374.57
14-Mar-91,374.59,378.28,371.76,373.5,373.5
15-Mar-91,373.5,374.58,370.21,373.59,373.59
18-Mar-91,373.59,374.09,369.46,372.11,372.11
19-Mar-91,372.11,372.11,366.54,366.59,366.59
20-Mar-91,366.59,368.85,365.8,367.92,367.92
21-Mar-91,367.94,371.01,366.51,366.58,366.58
22-Mar-91,366.58,368.22,365.58,367.48,367.48
25-Mar-91,367.48,371.31,367.46,369.83,369.83
26-Mar-91,369.83,376.3,369.37,376.3,376.3
27-Mar-91,376.28,378.48,374.73,375.35,375.35
28-Mar-91,375.35,376.6,374.4,375.22,375.22
1-Apr-91,375.22,375.22,370.27,371.3,371.3
2-Apr-91,371.3,379.5,371.3,379.5,379.5
3-Apr-91,379.5,381.56,378.49,378.94,378.94
4-Apr-91,378.94,381.88,377.05,379.77,379.77
5-Apr-91,379.78,381.12,374.15,375.36,375.36
8-Apr-91,375.35,378.76,374.69,378.66,378.66
9-Apr-91,378.65,379.02,373.11,373.56,373.56
10-Apr-91,373.57,374.83,371.21,373.15,373.15
11-Apr-91,373.15,379.53,373.15,377.63,377.63
12-Apr-91,377.65,381.07,376.89,380.4,380.4
15-Apr-91,380.4,382.32,378.78,381.19,381.19
16-Apr-91,381.19,387.62,379.64,387.62,387.62
17-Apr-91,387.62,391.26,387.3,390.45,390.45
18-Apr-91,390.45,390.97,388.13,388.46,388.46
19-Apr-91,388.46,388.46,383.9,384.2,384.2
22-Apr-91,384.19,384.19,380.16,380.95,380.95
23-Apr-91,380.95,383.55,379.67,381.76,381.76
24-Apr-91,381.76,383.02,379.99,382.76,382.76
25-Apr-91,382.89,382.89,378.43,379.25,379.25
26-Apr-91,379.25,380.11,376.77,379.02,379.02
29-Apr-91,379.01,380.96,373.66,373.66,373.66
30-Apr-91,373.66,377.86,373.01,375.34,375.34
1-May-91,375.35,380.46,375.27,380.29,380.29
2-May-91,380.29,382.14,379.82,380.52,380.52
3-May-91,380.52,381,378.82,380.8,380.8
6-May-91,380.78,380.78,377.86,380.08,380.08
7-May-91,380.08,380.91,377.31,377.32,377.32
8-May-91,377.33,379.26,376.21,378.51,378.51
9-May-91,378.51,383.56,378.51,383.25,383.25
10-May-91,383.26,383.91,375.61,375.74,375.74
13-May-91,375.74,377.02,374.62,376.76,376.76
14-May-91,375.51,375.53,370.82,371.62,371.62
15-May-91,371.55,372.47,365.83,368.57,368.57
16-May-91,368.57,372.51,368.57,372.19,372.19
17-May-91,372.19,373.01,369.44,372.39,372.39
20-May-91,372.39,373.65,371.26,372.28,372.28
21-May-91,372.28,376.66,372.28,375.35,375.35
22-May-91,375.35,376.5,374.4,376.19,376.19
23-May-91,376.19,378.07,373.55,374.96,374.96
24-May-91,374.97,378.08,374.97,377.49,377.49
28-May-91,377.49,382.1,377.12,381.94,381.94
29-May-91,381.94,383.66,381.37,382.79,382.79
30-May-91,382.79,388.17,382.5,386.96,386.96
31-May-91,386.96,389.85,385.01,389.83,389.83
3-Jun-91,389.81,389.81,386.97,388.06,388.06
4-Jun-91,388.06,388.06,385.14,387.74,387.74
5-Jun-91,387.74,388.23,384.45,385.09,385.09
6-Jun-91,385.1,385.85,383.13,383.63,383.63
7-Jun-91,383.63,383.63,378.76,379.43,379.43
10-Jun-91,379.43,379.75,377.95,378.57,378.57
11-Jun-91,378.57,381.63,378.57,381.05,381.05
12-Jun-91,381.05,381.05,374.46,376.65,376.65
13-Jun-91,376.65,377.9,376.08,377.63,377.63
14-Jun-91,377.63,382.3,377.63,382.29,382.29
17-Jun-91,382.3,382.31,380.13,380.13,380.13
18-Jun-91,380.13,381.83,377.99,378.59,378.59
19-Jun-91,378.57,378.57,374.36,375.09,375.09
20-Jun-91,375.09,376.29,373.87,375.42,375.42
21-Jun-91,375.42,377.75,375.33,377.75,377.75
24-Jun-91,377.74,377.74,370.73,370.94,370.94
25-Jun-91,370.94,372.62,369.56,370.65,370.65
26-Jun-91,370.65,372.73,368.34,371.59,371.59
27-Jun-91,371.59,374.4,371.59,374.4,374.4
28-Jun-91,374.4,374.4,367.98,371.16,371.16
1-Jul-91,371.18,377.92,371.18,377.92,377.92
2-Jul-91,377.92,377.93,376.62,377.47,377.47
3-Jul-91,377.47,377.47,372.08,373.33,373.33
5-Jul-91,373.34,375.51,372.17,374.08,374.08
8-Jul-91,374.09,377.94,370.92,377.94,377.94
9-Jul-91,377.94,378.58,375.37,376.11,376.11
10-Jul-91,376.11,380.35,375.2,375.74,375.74
11-Jul-91,375.73,377.68,375.51,376.97,376.97
12-Jul-91,376.97,381.41,375.79,380.25,380.25
15-Jul-91,380.28,383,380.24,382.39,382.39
16-Jul-91,382.39,382.94,380.8,381.54,381.54
17-Jul-91,381.5,382.86,381.13,381.18,381.18
18-Jul-91,381.18,385.37,381.18,385.37,385.37
19-Jul-91,385.38,385.83,383.65,384.22,384.22
22-Jul-91,384.21,384.55,381.84,382.88,382.88
23-Jul-91,382.88,384.86,379.39,379.42,379.42
24-Jul-91,379.42,380.46,378.29,378.64,378.64
25-Jul-91,378.64,381.13,378.15,380.96,380.96
26-Jul-91,380.96,381.76,379.81,380.93,380.93
29-Jul-91,380.93,383.15,380.45,383.15,383.15
30-Jul-91,383.15,386.92,383.15,386.69,386.69
31-Jul-91,386.69,387.81,386.19,387.81,387.81
1-Aug-91,387.81,387.95,386.48,387.12,387.12
2-Aug-91,387.12,389.56,386.05,387.18,387.18
5-Aug-91,387.17,387.17,384.48,385.06,385.06
6-Aug-91,385.06,390.8,384.29,390.62,390.62
7-Aug-91,390.62,391.59,389.86,390.56,390.56
8-Aug-91,390.56,391.8,388.15,389.32,389.32
9-Aug-91,389.32,389.89,387.04,387.12,387.12
12-Aug-91,387.11,388.17,385.9,388.02,388.02
13-Aug-91,388.02,392.12,388.02,389.62,389.62
14-Aug-91,389.62,391.85,389.13,389.9,389.9
15-Aug-91,389.91,391.92,389.29,389.33,389.33
16-Aug-91,389.33,390.41,383.16,385.58,385.58
19-Aug-91,385.58,385.58,374.09,376.47,376.47
20-Aug-91,376.47,380.35,376.47,379.43,379.43
21-Aug-91,379.55,390.59,379.55,390.59,390.59
22-Aug-91,390.59,391.98,390.21,391.33,391.33
23-Aug-91,391.33,395.34,390.69,394.17,394.17
26-Aug-91,394.17,394.39,392.75,393.85,393.85
27-Aug-91,393.85,393.87,391.77,393.06,393.06
28-Aug-91,393.06,396.64,393.05,396.64,396.64
29-Aug-91,396.65,396.82,395.14,396.47,396.47
30-Aug-91,396.47,396.47,393.6,395.43,395.43
3-Sep-91,395.43,397.62,392.1,392.15,392.15
4-Sep-91,392.15,392.62,388.68,389.97,389.97
5-Sep-91,389.97,390.97,388.49,389.14,389.14
6-Sep-91,389.14,390.71,387.36,389.1,389.1
9-Sep-91,389.11,389.34,387.88,388.57,388.57
10-Sep-91,388.57,388.63,383.78,384.56,384.56
11-Sep-91,384.56,385.6,383.59,385.09,385.09
12-Sep-91,385.09,387.34,385.09,387.34,387.34
13-Sep-91,387.16,387.95,382.85,383.59,383.59
16-Sep-91,383.59,385.79,382.77,385.78,385.78
17-Sep-91,385.78,387.13,384.97,385.5,385.5
18-Sep-91,385.49,386.94,384.28,386.94,386.94
19-Sep-91,386.94,389.42,386.27,387.56,387.56
20-Sep-91,387.56,388.82,386.49,387.92,387.92
23-Sep-91,387.9,388.55,385.76,385.92,385.92
24-Sep-91,385.92,388.13,384.46,387.71,387.71
25-Sep-91,387.72,388.25,385.99,386.88,386.88
26-Sep-91,386.87,388.39,385.3,386.49,386.49
27-Sep-91,386.49,389.09,384.87,385.9,385.9
30-Sep-91,385.91,388.29,384.32,387.86,387.86
1-Oct-91,387.86,389.56,387.86,389.2,389.2
2-Oct-91,389.2,390.03,387.62,388.26,388.26
3-Oct-91,388.23,388.23,384.47,384.47,384.47
4-Oct-91,384.47,385.19,381.24,381.25,381.25
7-Oct-91,381.22,381.27,379.07,379.5,379.5
8-Oct-91,379.5,381.23,379.18,380.67,380.67
9-Oct-91,380.57,380.57,376.35,376.8,376.8
10-Oct-91,376.8,380.55,376.11,380.55,380.55
11-Oct-91,380.55,381.46,379.9,381.45,381.45
14-Oct-91,381.45,386.47,381.45,386.47,386.47
15-Oct-91,386.47,391.5,385.95,391.01,391.01
16-Oct-91,391.01,393.29,390.14,392.8,392.8
17-Oct-91,392.79,393.81,390.32,391.92,391.92
18-Oct-91,391.92,392.8,391.77,392.5,392.5
21-Oct-91,392.49,392.49,388.96,390.02,390.02
22-Oct-91,390.02,391.2,387.4,387.83,387.83
23-Oct-91,387.83,389.08,386.52,387.94,387.94
24-Oct-91,387.94,388.32,383.45,385.07,385.07
25-Oct-91,385.07,386.13,382.97,384.2,384.2
28-Oct-91,384.2,389.52,384.2,389.52,389.52
29-Oct-91,389.52,391.7,386.88,391.48,391.48
30-Oct-91,391.48,393.11,390.78,392.96,392.96
31-Oct-91,392.96,392.96,391.58,392.45,392.45
1-Nov-91,392.46,395.1,389.67,391.32,391.32
4-Nov-91,391.29,391.29,388.09,390.28,390.28
5-Nov-91,390.28,392.17,388.19,388.71,388.71
6-Nov-91,388.71,389.97,387.58,389.97,389.97
7-Nov-91,389.97,393.72,389.97,393.72,393.72
8-Nov-91,393.72,396.43,392.42,392.89,392.89
11-Nov-91,392.9,393.57,392.32,393.12,393.12
12-Nov-91,393.12,397.13,393.12,396.74,396.74
13-Nov-91,396.74,397.42,394.01,397.41,397.41
14-Nov-91,397.41,398.22,395.85,397.15,397.15
15-Nov-91,397.15,397.16,382.62,382.62,382.62
18-Nov-91,382.62,385.4,379.7,385.24,385.24
19-Nov-91,385.24,385.24,374.9,379.42,379.42
20-Nov-91,379.42,381.51,377.84,378.53,378.53
21-Nov-91,378.53,381.12,377.41,380.06,380.06
22-Nov-91,380.05,380.05,374.52,376.14,376.14
25-Nov-91,376.14,377.07,374,375.34,375.34
26-Nov-91,375.34,378.29,371.63,377.96,377.96
27-Nov-91,377.96,378.11,375.98,376.55,376.55
29-Nov-91,376.55,376.55,374.65,375.22,375.22
2-Dec-91,375.11,381.4,371.36,381.4,381.4
3-Dec-91,381.4,381.48,379.92,380.96,380.96
4-Dec-91,380.96,381.51,378.07,380.07,380.07
5-Dec-91,380.07,380.07,376.58,377.39,377.39
6-Dec-91,377.39,382.39,375.41,379.1,379.1
9-Dec-91,379.09,381.42,377.67,378.26,378.26
10-Dec-91,378.26,379.57,376.64,377.9,377.9
11-Dec-91,377.9,379.42,374.78,377.7,377.7
12-Dec-91,377.7,381.62,377.7,381.55,381.55
13-Dec-91,381.55,385.04,381.55,384.47,384.47
16-Dec-91,384.48,385.84,384.37,384.46,384.46
17-Dec-91,384.46,385.05,382.6,382.74,382.74
18-Dec-91,382.74,383.51,380.88,383.48,383.48
19-Dec-91,383.46,383.46,380.64,382.52,382.52
20-Dec-91,382.52,388.24,382.52,387.04,387.04
23-Dec-91,387.05,397.44,386.96,396.82,396.82
24-Dec-91,396.82,401.79,396.82,399.33,399.33
26-Dec-91,399.33,404.92,399.31,404.84,404.84
27-Dec-91,404.84,406.58,404.59,406.46,406.46
30-Dec-91,406.49,415.14,406.49,415.14,415.14
31-Dec-91,415.14,418.32,412.73,417.09,417.09
2-Jan-92,417.03,417.27,411.04,417.26,417.26
3-Jan-92,417.27,419.79,416.16,419.34,419.34
6-Jan-92,419.31,419.44,416.92,417.96,417.96
7-Jan-92,417.96,417.96,415.2,417.4,417.4
8-Jan-92,417.36,420.23,415.02,418.1,418.1
9-Jan-92,418.09,420.5,415.85,417.61,417.61
10-Jan-92,417.62,417.62,413.31,415.1,415.1
13-Jan-92,415.05,415.36,413.54,414.34,414.34
14-Jan-92,414.34,420.44,414.32,420.44,420.44
15-Jan-92,420.45,421.18,418.79,420.77,420.77
16-Jan-92,420.77,420.85,415.37,418.21,418.21
17-Jan-92,418.2,419.45,416,418.86,418.86
20-Jan-92,418.86,418.86,415.8,416.36,416.36
21-Jan-92,416.36,416.39,411.32,412.64,412.64
22-Jan-92,412.65,418.13,412.49,418.13,418.13
23-Jan-92,418.13,419.78,414.36,414.96,414.96
24-Jan-92,414.96,417.27,414.29,415.48,415.48
27-Jan-92,415.44,416.84,414.48,414.99,414.99
28-Jan-92,414.98,416.41,414.54,414.96,414.96
29-Jan-92,414.96,417.83,409.17,410.34,410.34
30-Jan-92,410.34,412.17,409.26,411.62,411.62
31-Jan-92,411.65,412.63,408.64,408.78,408.78
3-Feb-92,408.79,409.95,407.45,409.53,409.53
4-Feb-92,409.6,413.85,409.28,413.85,413.85
5-Feb-92,413.88,416.17,413.18,413.84,413.84
6-Feb-92,413.87,414.55,411.93,413.82,413.82
7-Feb-92,413.82,415.29,408.04,411.09,411.09
10-Feb-92,411.07,413.77,411.07,413.77,413.77
11-Feb-92,413.77,414.38,412.24,413.76,413.76
12-Feb-92,413.77,418.08,413.36,417.13,417.13
13-Feb-92,417.13,417.77,412.07,413.69,413.69
14-Feb-92,413.69,413.84,411.2,412.48,412.48
18-Feb-92,412.48,413.27,406.34,407.38,407.38
19-Feb-92,407.38,408.7,406.54,408.26,408.26
20-Feb-92,408.26,413.9,408.26,413.9,413.9
21-Feb-92,413.9,414.26,409.72,411.43,411.43
24-Feb-92,411.46,412.94,410.34,412.27,412.27
25-Feb-92,412.27,412.27,408.02,410.45,410.45
26-Feb-92,410.48,415.35,410.48,415.35,415.35
27-Feb-92,415.35,415.99,413.47,413.86,413.86
28-Feb-92,413.86,416.07,411.8,412.7,412.7
2-Mar-92,412.68,413.74,411.52,412.45,412.45
3-Mar-92,412.45,413.78,411.88,412.85,412.85
4-Mar-92,412.86,413.27,409.33,409.33,409.33
5-Mar-92,409.33,409.33,405.42,406.51,406.51
6-Mar-92,406.51,407.51,403.65,404.44,404.44
9-Mar-92,404.45,405.64,404.25,405.21,405.21
10-Mar-92,405.21,409.16,405.21,406.89,406.89
11-Mar-92,406.88,407.02,402.64,404.03,404.03
12-Mar-92,404.03,404.72,401.94,403.89,403.89
13-Mar-92,403.92,406.69,403.92,405.84,405.84
16-Mar-92,405.85,406.4,403.55,406.39,406.39
17-Mar-92,406.39,409.72,406.39,409.58,409.58
18-Mar-92,409.58,410.84,408.23,409.15,409.15
19-Mar-92,409.15,410.57,409.12,409.8,409.8
20-Mar-92,409.8,411.3,408.53,411.3,411.3
23-Mar-92,411.29,411.29,408.87,409.91,409.91
24-Mar-92,409.91,411.43,407.99,408.88,408.88
25-Mar-92,408.88,409.87,407.52,407.52,407.52
26-Mar-92,407.52,409.44,406.75,407.86,407.86
27-Mar-92,407.86,407.86,402.87,403.5,403.5
30-Mar-92,403.5,404.3,402.97,403,403
31-Mar-92,403,405.21,402.22,403.69,403.69
1-Apr-92,403.67,404.5,400.75,404.23,404.23
2-Apr-92,404.17,404.63,399.28,400.5,400.5
3-Apr-92,400.5,401.59,398.21,401.55,401.55
6-Apr-92,401.54,405.93,401.52,405.59,405.59
7-Apr-92,405.59,405.75,397.97,398.06,398.06
8-Apr-92,398.05,398.05,392.41,394.5,394.5
9-Apr-92,394.5,401.04,394.5,400.64,400.64
10-Apr-92,400.59,405.12,400.59,404.29,404.29
13-Apr-92,404.28,406.08,403.9,406.08,406.08
14-Apr-92,406.08,413.86,406.08,412.39,412.39
15-Apr-92,412.39,416.28,412.39,416.28,416.28
16-Apr-92,416.28,416.28,413.4,416.04,416.04
20-Apr-92,416.05,416.05,407.93,410.18,410.18
21-Apr-92,410.16,411.09,408.2,410.26,410.26
22-Apr-92,410.26,411.3,409.23,409.81,409.81
23-Apr-92,409.81,411.6,406.86,411.6,411.6
24-Apr-92,411.6,412.48,408.74,409.02,409.02
27-Apr-92,409.03,409.6,407.64,408.45,408.45
28-Apr-92,408.45,409.69,406.33,409.11,409.11
29-Apr-92,409.11,412.31,409.11,412.02,412.02
30-Apr-92,412.02,414.95,412.02,414.95,414.95
1-May-92,414.95,415.21,409.87,412.53,412.53
4-May-92,412.54,417.84,412.54,416.91,416.91
5-May-92,416.91,418.53,415.77,416.84,416.84
6-May-92,416.84,418.48,416.4,416.79,416.79
7-May-92,416.79,416.84,415.38,415.85,415.85
8-May-92,415.87,416.85,414.41,416.05,416.05
11-May-92,416.05,418.75,416.05,418.49,418.49
12-May-92,418.49,418.68,414.69,416.29,416.29
13-May-92,416.29,417.04,415.86,416.45,416.45
14-May-92,416.45,416.52,411.82,413.14,413.14
15-May-92,413.14,413.14,409.85,410.09,410.09
18-May-92,410.13,413.34,410.13,412.81,412.81
19-May-92,412.82,416.51,412.26,416.37,416.37
20-May-92,416.37,416.83,415.37,415.39,415.39
21-May-92,415.4,415.41,411.57,412.6,412.6
22-May-92,412.61,414.82,412.6,414.02,414.02
26-May-92,414.02,414.02,410.23,411.41,411.41
27-May-92,411.41,412.68,411.06,412.17,412.17
28-May-92,412.17,416.77,411.81,416.74,416.74
29-May-92,416.74,418.36,415.35,415.35,415.35
1-Jun-92,415.35,417.3,412.44,417.3,417.3
2-Jun-92,417.3,417.3,413.5,413.5,413.5
3-Jun-92,413.5,416.54,413.04,414.59,414.59
4-Jun-92,414.6,414.98,412.97,413.26,413.26
5-Jun-92,413.26,413.85,410.97,413.48,413.48
8-Jun-92,413.48,413.95,412.03,413.36,413.36
9-Jun-92,413.4,413.56,409.3,410.06,410.06
10-Jun-92,410.06,410.1,406.81,407.25,407.25
11-Jun-92,407.25,409.05,406.11,409.05,409.05
12-Jun-92,409.08,411.86,409.08,409.76,409.76
15-Jun-92,409.76,411.68,408.13,410.29,410.29
16-Jun-92,410.29,411.4,408.32,408.32,408.32
17-Jun-92,408.33,408.33,401.98,402.26,402.26
18-Jun-92,402.26,402.68,400.51,400.96,400.96
19-Jun-92,400.96,404.23,400.96,403.67,403.67
22-Jun-92,403.64,403.64,399.92,403.4,403.4
23-Jun-92,403.4,405.41,403.4,404.04,404.04
24-Jun-92,404.05,404.76,403.26,403.84,403.84
25-Jun-92,403.83,405.53,402.01,403.12,403.12
26-Jun-92,403.12,403.51,401.94,403.45,403.45
29-Jun-92,403.47,408.96,403.47,408.94,408.94
30-Jun-92,408.94,409.63,407.85,408.14,408.14
1-Jul-92,408.2,412.88,408.2,412.88,412.88
2-Jul-92,412.88,415.71,410.07,411.77,411.77
6-Jul-92,411.77,413.84,410.46,413.84,413.84
7-Jul-92,413.83,415.33,408.58,409.16,409.16
8-Jul-92,409.15,410.28,407.2,410.28,410.28
9-Jul-92,410.28,414.69,410.26,414.23,414.23
10-Jul-92,414.23,415.88,413.34,414.62,414.62
13-Jul-92,414.62,415.86,413.93,414.87,414.87
14-Jul-92,414.86,417.69,414.33,417.68,417.68
15-Jul-92,417.68,417.81,416.29,417.1,417.1
16-Jul-92,417.04,417.93,414.79,417.54,417.54
17-Jul-92,417.54,417.54,412.96,415.62,415.62
20-Jul-92,415.62,415.62,410.72,413.75,413.75
21-Jul-92,413.75,414.92,413.1,413.76,413.76
22-Jul-92,413.74,413.74,409.95,410.93,410.93
23-Jul-92,410.93,412.08,409.81,412.08,412.08
24-Jul-92,412.07,412.07,409.93,411.6,411.6
27-Jul-92,411.6,412.67,411.27,411.54,411.54
28-Jul-92,411.55,417.55,411.55,417.52,417.52
29-Jul-92,417.52,423.02,417.52,422.23,422.23
30-Jul-92,422.2,423.94,421.57,423.92,423.92
31-Jul-92,423.92,424.8,422.46,424.21,424.21
3-Aug-92,424.19,425.09,422.84,425.09,425.09
4-Aug-92,425.09,425.14,423.1,424.36,424.36
5-Aug-92,424.35,424.35,421.92,422.19,422.19
6-Aug-92,422.19,422.36,420.26,420.59,420.59
7-Aug-92,420.59,423.45,418.51,418.88,418.88
10-Aug-92,418.87,419.42,417.04,419.42,419.42
11-Aug-92,419.45,419.72,416.53,418.9,418.9
12-Aug-92,418.89,419.75,416.43,417.78,417.78
13-Aug-92,417.78,419.88,416.4,417.73,417.73
14-Aug-92,417.74,420.4,417.74,419.91,419.91
17-Aug-92,419.89,421.89,419.44,420.74,420.74
18-Aug-92,420.74,421.4,419.78,421.34,421.34
19-Aug-92,421.34,421.62,418.19,418.19,418.19
20-Aug-92,418.19,418.85,416.93,418.26,418.26
21-Aug-92,418.27,420.35,413.58,414.85,414.85
24-Aug-92,414.8,414.8,410.07,410.72,410.72
25-Aug-92,410.73,411.64,408.3,411.61,411.61
26-Aug-92,411.65,413.61,410.53,413.51,413.51
27-Aug-92,413.51,415.83,413.51,413.53,413.53
28-Aug-92,413.54,414.95,413.38,414.84,414.84
31-Aug-92,414.87,415.29,413.76,414.03,414.03
1-Sep-92,414.03,416.07,413.35,416.07,416.07
2-Sep-92,416.07,418.28,415.31,417.98,417.98
3-Sep-92,417.98,420.31,417.49,417.98,417.98
4-Sep-92,417.98,418.62,416.76,417.08,417.08
8-Sep-92,417.08,417.18,414.3,414.44,414.44
9-Sep-92,414.44,416.44,414.44,416.36,416.36
10-Sep-92,416.34,420.52,416.34,419.95,419.95
11-Sep-92,419.95,420.58,419.13,419.58,419.58
14-Sep-92,419.65,425.27,419.65,425.27,425.27
15-Sep-92,425.22,425.22,419.54,419.77,419.77
16-Sep-92,419.71,422.44,417.77,419.92,419.92
17-Sep-92,419.92,421.43,419.62,419.93,419.93
18-Sep-92,419.92,422.93,419.92,422.93,422.93
21-Sep-92,422.9,422.9,421.18,422.14,422.14
22-Sep-92,422.14,422.14,417.13,417.14,417.14
23-Sep-92,417.14,417.88,416,417.44,417.44
24-Sep-92,417.46,419.01,417.46,418.47,418.47
25-Sep-92,418.47,418.63,412.71,414.35,414.35
28-Sep-92,414.35,416.62,413,416.62,416.62
29-Sep-92,416.62,417.38,415.34,416.8,416.8
30-Sep-92,416.79,418.58,416.67,417.8,417.8
1-Oct-92,417.8,418.67,415.46,416.29,416.29
2-Oct-92,416.29,416.35,410.45,410.47,410.47
5-Oct-92,410.47,410.47,396.8,407.57,407.57
6-Oct-92,407.57,408.56,404.84,407.18,407.18
7-Oct-92,407.17,408.6,403.91,404.25,404.25
8-Oct-92,404.29,408.04,404.29,407.75,407.75
9-Oct-92,407.75,407.75,402.42,402.66,402.66
12-Oct-92,402.66,407.44,402.66,407.44,407.44
13-Oct-92,407.44,410.64,406.83,409.3,409.3
14-Oct-92,409.3,411.52,407.86,409.37,409.37
15-Oct-92,409.34,411.03,407.92,409.6,409.6
16-Oct-92,409.6,411.73,407.43,411.73,411.73
19-Oct-92,411.73,414.98,410.66,414.98,414.98
20-Oct-92,414.98,417.98,414.49,415.48,415.48
21-Oct-92,415.53,416.15,414.54,415.67,415.67
22-Oct-92,415.67,416.81,413.1,414.9,414.9
23-Oct-92,414.9,416.23,413.68,414.1,414.1
26-Oct-92,414.09,418.17,413.71,418.16,418.16
27-Oct-92,418.18,419.2,416.97,418.49,418.49
28-Oct-92,418.49,420.13,417.56,420.13,420.13
29-Oct-92,420.15,421.16,419.83,420.86,420.86
30-Oct-92,420.86,421.13,418.54,418.68,418.68
2-Nov-92,418.66,422.75,418.12,422.75,422.75
3-Nov-92,422.75,422.81,418.59,419.92,419.92
4-Nov-92,419.91,421.07,416.61,417.11,417.11
5-Nov-92,417.08,418.4,415.58,418.34,418.34
6-Nov-92,418.35,418.35,417.01,417.58,417.58
9-Nov-92,417.58,420.13,416.79,418.59,418.59
10-Nov-92,418.59,419.71,417.98,418.62,418.62
11-Nov-92,418.62,422.33,418.4,422.2,422.2
12-Nov-92,422.2,423.1,421.7,422.87,422.87
13-Nov-92,422.89,422.91,421.04,422.43,422.43
16-Nov-92,422.44,422.44,420.35,420.68,420.68
17-Nov-92,420.63,420.97,418.31,419.27,419.27
18-Nov-92,419.27,423.49,419.24,422.85,422.85
19-Nov-92,422.86,423.61,422.5,423.61,423.61
